,Winners,Losers
6760,Roger Huerta,Leonard Garcia
6761,Yushin Okami,Mike Swick
6762,Kendall Grove,Alan Belcher
6763,Heath Herring,Brad Imes
6764,Thales Leites,Pete Sell
6765,Marcus Davis,Pete Spratt
6766,Luke Cummo,Josh Haynes
6767,Joe Stevenson,Melvin Guillard
6768,Justin McCully,Antoni Hardonk
6769,Kenny Florian,Dokonjonosuke Mishima
6770,Wilson Gouveia,Seth Petruzelli
6771,Drew Fickett,Keita Nakamura
6772,Kurt Pellegrino,Nate Mohr
6773,Kuniyoshi Hironaka,Forrest Petz
6774,Roan Carneiro,Rich Clementi
6775,Thiago Tavares,Naoyuki Kotani
6776,Randy Couture,Tim Sylvia
6777,Martin Kampmann,Drew McFedries
6778,Rich Franklin,Jason MacDonald
6779,Matt Hughes,Chris Lytle
6780,Jason Lambert,Renato Sobral
6781,Matt Hamill,Rex Holman
6782,Jon Fitch,Luigi Fioravanti
6783,Gleison Tibau,Jason Dent
6784,Jamie Varner,Jason Gilliam
6785,Anderson Silva,Travis Lutter
6786,Mirko Filipovic,Eddie Sanchez
6787,Roger Huerta,John Halverson
6788,Quinton Jackson,Marvin Eastman
6789,Patrick Cote,Scott Smith
6790,Terry Martin,Jorge Rivera
6791,Frankie Edgar,Tyson Griffin
6792,Lyoto Machida,Sam Hoger
6793,Dustin Hazelett,Diego Saraiva
6794,Rashad Evans,Sean Salmon
6795,Jake O'Brien,Heath Herring
6796,Hermes Franca,Spencer Fisher
6797,Nate Marquardt,Dean Lister
6798,Joshua Burkman,Chad Reiner
6799,Ed Herman,Chris Price
6800,Din Thomas,Clay Guida
6801,Rich Clementi,Ross Pointon
6802,Chuck Liddell,Tito Ortiz
6803,Keith Jardine,Forrest Griffin
6804,Jason MacDonald,Chris Leben
6805,Andrei Arlovski,Marcio Cruz
6806,Michael Bisping,Eric Schafer
6807,Thiago Alves,Tony DeSouza
6808,Gabriel Gonzaga,Carmelo Marrero
6809,Yushin Okami,Rory Singer
6810,Christian Wellisch,Anthony Perosh
6811,Diego Sanchez,Joe Riggs
6812,Josh Koscheck,Jeff Joslin
6813,Karo Parisyan,Drew Fickett
6814,Marcus Davis,Shonie Carter
6815,David Heath,Victor Valimaki
6816,Alan Belcher,Jorge Santiago
6817,Luigi Fioravanti,Dave Menne
6818,Brock Larson,Keita Nakamura
6819,Logan Clark,Steve Byrnes
6820,Georges St-Pierre,Matt Hughes
6821,Tim Sylvia,Jeff Monson
6822,Drew McFedries,Alessio Sakara
6823,Brandon Vera,Frank Mir
6824,Joe Stevenson,Dokonjonosuke Mishima
6825,Nick Diaz,Gleison Tibau
6826,Antoni Hardonk,Sherman Pendergarst
6827,James Irvin,Hector Ramirez
6828,Jake O'Brien,Josh Shockman
6829,Matt Serra,Chris Lytle
6830,Travis Lutter,Patrick Cote
6831,Din Thomas,Rich Clementi
6832,Jorge Rivera,Edwin DeWees
6833,Pete Spratt,Jeremy Jackson
6834,Scott Smith,Pete Sell
6835,Charles McCarthy,Gideon Ray
6836,Martin Kampmann,Thales Leites
6837,Anderson Silva,Rich Franklin
6838,Sean Sherk,Kenny Florian
6839,Jon Fitch,Kuniyoshi Hironaka
6840,Carmelo Marrero,Cheick Kongo
6841,Spencer Fisher,Dan Lauzon
6842,Yushin Okami,Kalib Starnes
6843,Clay Guida,Justin James
6844,Kurt Pellegrino,Junior Assuncao
6845,Tito Ortiz,Ken Shamrock
6846,Kendall Grove,Chris Price
6847,Jason MacDonald,Ed Herman
6848,Matt Hamill,Seth Petruzelli
6849,Nate Marquardt,Crafton Wallace
6850,Tony DeSouza,Dustin Hazelett
6851,Rory Singer,Josh Haynes
6852,Thiago Alves,John Alessio
6853,Marcus Davis,Forrest Petz
6854,Matt Hughes,BJ Penn
6855,Mike Swick,David Loiseau
6856,Melvin Guillard,Gabe Ruediger
6857,Rashad Evans,Jason Lambert
6858,Joe Lauzon,Jens Pulver
6859,Roger Huerta,Jason Dent
6860,Eddie Sanchez,Mario Neto
6861,Jorge Gurgel,Danny Abbadi
6862,Tyson Griffin,David Lee
6863,Chuck Liddell,Renato Sobral
6864,Forrest Griffin,Stephan Bonnar
6865,Nick Diaz,Josh Neer
6866,Cheick Kongo,Christian Wellisch
6867,Hermes Franca,Jamie Varner
6868,Eric Schafer,Rob MacDonald
6869,Wilson Gouveia,Wes Combs
6870,David Heath,Cory Walmsley
6871,Yushin Okami,Alan Belcher
6872,Diego Sanchez,Karo Parisyan
6873,Chris Leben,Jorge Santiago
6874,Dean Lister,Yuki Sasaki
6875,Josh Koscheck,Jonathan Goulet
6876,Martin Kampmann,Crafton Wallace
6877,Joe Riggs,Jason Von Flue
6878,Jake O'Brien,Kristof Midoux
6879,Forrest Petz,Sammy Morgan
6880,Anthony Torres,Pat Healy
6881,Tim Sylvia,Andrei Arlovski
6882,Joshua Burkman,Josh Neer
6883,Tito Ortiz,Ken Shamrock
6884,Frank Mir,Dan Christison
6885,Joe Stevenson,Yves Edwards
6886,Hermes Franca,Joe Jordan
6887,Jeff Monson,Anthony Perosh
6888,Cheick Kongo,Gilbert Aldana
6889,Drew Fickett,Kurt Pellegrino
6890,Jonathan Goulet,Luke Cummo
6891,Anderson Silva,Chris Leben
6892,Rashad Evans,Stephan Bonnar
6893,Mark Hominick,Jorge Gurgel
6894,Josh Koscheck,Dave Menne
6895,Jason Lambert,Branden Lee Hinkle
6896,Jon Fitch,Thiago Alves
6897,Rob MacDonald,Kristian Rothaermel
6898,Jorge Santiago,Justin Levens
6899,Kenny Florian,Sam Stout
6900,Michael Bisping,Josh Haynes
6901,Kendall Grove,Ed Herman
6902,Keith Jardine,Wilson Gouveia
6903,Rory Singer,Ross Pointon
6904,Kalib Starnes,Danny Abbadi
6905,Luigi Fioravanti,Solomon Hutcherson
6906,Matt Hamill,Jesse Forbes
6907,Mike Nickels,Wes Combs
6908,Matt Hughes,Royce Gracie
6909,Dean Lister,Alessio Sakara
6910,Diego Sanchez,John Alessio
6911,Brandon Vera,Assuerio Silva
6912,Mike Swick,Joe Riggs
6913,Jeremy Horn,Chael Sonnen
6914,Spencer Fisher,Matt Wiman
6915,Gabriel Gonzaga,Fabiano Scherner
6916,Melvin Guillard,Rick Davis
6917,Tim Sylvia,Andrei Arlovski
6918,Sean Sherk,Nick Diaz
6919,Tito Ortiz,Forrest Griffin
6920,Evan Tanner,Justin Levens
6921,Jeff Monson,Marcio Cruz
6922,Karo Parisyan,Nick Thompson
6923,David Terrell,Scott Smith
6924,Jason Lambert,Terry Martin
6925,Thiago Alves,Derrick Noble
6926,Stephan Bonnar,Keith Jardine
6927,Rashad Evans,Sam Hoger
6928,Josh Neer,Joe Stevenson
6929,Chris Leben,Luigi Fioravanti
6930,Luke Cummo,Jason Von Flue
6931,Jon Fitch,Joshua Burkman
6932,Dan Christison,Brad Imes
6933,Josh Koscheck,Ansar Chalangov
6934,Chael Sonnen,Trevor Prangley
6935,Rich Franklin,David Loiseau
6936,Mike Swick,Steve Vigneault
6937,Georges St-Pierre,BJ Penn
6938,Nate Marquardt,Joe Doerksen
6939,Mark Hominick,Yves Edwards
6940,Sam Stout,Spencer Fisher
6941,Jason Lambert,Rob MacDonald
6942,Tom Murphy,Icho Larenas
6943,Chuck Liddell,Randy Couture
6944,Brandon Vera,Justin Eilers
6945,Marcio Cruz,Frank Mir
6946,Renato Sobral,Mike van Arsdale
6947,Joe Riggs,Nick Diaz
6948,Alessio Sakara,Elvis Sinosic
6949,Paul Buentello,Gilbert Aldana
6950,Jeff Monson,Branden Lee Hinkle
6951,Keith Jardine,Mike Whitehead
6952,Tim Sylvia,Assuerio Silva
6953,Stephan Bonnar,James Irvin
6954,Joshua Burkman,Drew Fickett
6955,Chris Leben,Jorge Rivera
6956,Josh Neer,Melvin Guillard
6957,Duane Ludwig,Jonathan Goulet
6958,Spencer Fisher,Aaron Riley
6959,Jason Von Flue,Alex Karalexis
6960,Rich Franklin,Nate Quarry
6961,Gabriel Gonzaga,Kevin Jordan
6962,Matt Hughes,Joe Riggs
6963,Georges St-Pierre,Sean Sherk
6964,Jeremy Horn,Trevor Prangley
6965,Sam Hoger,Jeff Newton
6966,Thiago Alves,Ansar Chalangov
6967,Nick Thompson,Keith Wisniewski
6968,Diego Sanchez,Nick Diaz
6969,Rashad Evans,Brad Imes
6970,Joe Stevenson,Luke Cummo
6971,Kenny Florian,Kit Cope
6972,Joshua Burkman,Sammy Morgan
6973,Melvin Guillard,Marcus Davis
6974,Keith Jardine,Kerry Schall
6975,Andrei Arlovski,Paul Buentello
6976,Branden Lee Hinkle,Sean Gannon
6977,Forrest Griffin,Elvis Sinosic
6978,Renato Sobral,Chael Sonnen
6979,Joe Riggs,Chris Lytle
6980,Jorge Rivera,Dennis Hallman
6981,Marcio Cruz,Keigo Kunihara
6982,Alessio Sakara,Ron Faircloth
6983,David Loiseau,Evan Tanner
6984,Chris Leben,Edwin DeWees
6985,Brandon Vera,Fabiano Scherner
6986,Drew Fickett,Josh Koscheck
6987,Spencer Fisher,Thiago Alves
6988,Jon Fitch,Brock Larson
6989,Jonathan Goulet,Jay Hieron
6990,Chuck Liddell,Jeremy Horn
6991,Tim Sylvia,Tra Telligman
6992,Randy Couture,Mike van Arsdale
6993,Diego Sanchez,Brian Gassaway
6994,Georges St-Pierre,Frank Trigg
6995,Matt Lindland,Joe Doerksen
6996,Trevor Prangley,Travis Lutter
6997,James Irvin,Terry Martin
6998,Nate Marquardt,Ivan Salaverry
6999,Chris Leben,Patrick Cote
7000,Stephan Bonnar,Sam Hoger
7001,Nate Quarry,Pete Sell
7002,Josh Koscheck,Pete Spratt
7003,Mike Swick,Gideon Ray
7004,Kenny Florian,Alex Karalexis
7005,Drew Fickett,Josh Neer
7006,Andrei Arlovski,Justin Eilers
7007,Karo Parisyan,Matt Serra
7008,Rich Franklin,Evan Tanner
7009,Forrest Griffin,Bill Mahood
7010,Paul Buentello,Kevin Jordan
7011,Nate Quarry,Shonie Carter
7012,David Loiseau,Charles McCarthy
7013,Nick Diaz,Koji Oishi
7014,Chuck Liddell,Randy Couture
7015,Renato Sobral,Travis Wiuff
7016,Matt Hughes,Frank Trigg
7017,Matt Lindland,Travis Lutter
7018,Georges St-Pierre,Jason Miller
7019,Ivan Salaverry,Joe Riggs
7020,Joe Doerksen,Patrick Cote
7021,Mike van Arsdale,John Marsh
7022,Rich Franklin,Ken Shamrock
7023,Forrest Griffin,Stephan Bonnar
7024,Diego Sanchez,Kenny Florian
7025,Sam Hoger,Bobby Southworth
7026,Chris Leben,Jason Thacker
7027,Josh Koscheck,Chris Sanford
7028,Nate Quarry,Lodune Sincaid
7029,Mike Swick,Alex Schoenauer
7030,Alex Karalexis,Josh Rafferty
7031,Tito Ortiz,Vitor Belfort
7032,Pete Sell,Phil Baroni
7033,Andrei Arlovski,Tim Sylvia
7034,Evan Tanner,David Terrell
7035,Paul Buentello,Justin Eilers
7036,Mike Kyle,James Irvin
7037,David Loiseau,Gideon Ray
7038,Karo Parisyan,Chris Lytle
7039,Nick Diaz,Drew Fickett
7040,Tito Ortiz,Patrick Cote
7041,Rich Franklin,Jorge Rivera
7042,Matt Hughes,Georges St-Pierre
7043,Frank Trigg,Renato Verissimo
7044,Evan Tanner,Robbie Lawler
7045,Ivan Salaverry,Tony Fryklund
7046,Travis Lutter,Marvin Eastman
7047,Randy Couture,Vitor Belfort
7048,Joe Riggs,Joe Doerksen
7049,Chuck Liddell,Vernon White
7050,David Terrell,Matt Lindland
7051,Justin Eilers,Mike Kyle
7052,Chris Lytle,Ronald Jhun
7053,Karo Parisyan,Nick Diaz
7054,Yves Edwards,Josh Thomson
7055,Ken Shamrock,Kimo Leopoldo
7056,Frank Trigg,Dennis Hallman
7057,Frank Mir,Tim Sylvia
7058,Matt Hughes,Renato Verissimo
7059,Evan Tanner,Phil Baroni
7060,Matt Serra,Ivan Menjivar
7061,Georges St-Pierre,Jay Hieron
7062,Trevor Prangley,Curtis Stout
7063,Chuck Liddell,Tito Ortiz
7064,Chris Lytle,Tiki Ghosn
7065,Yves Edwards,Hermes Franca
7066,Andrei Arlovski,Wesley Correira
7067,Nick Diaz,Robbie Lawler
7068,Mike Kyle,Wes Sims
7069,Jonathan Wiezorek,Wade Shipp
7070,Genki Sudo,Mike Brown
7071,Vitor Belfort,Randy Couture
7072,Renato Verissimo,Carlos Newton
7073,BJ Penn,Matt Hughes
7074,Frank Mir,Wes Sims
7075,Lee Murray,Jorge Rivera
7076,Georges St-Pierre,Karo Parisyan
7077,Josh Thomson,Hermes Franca
7078,Matt Serra,Jeff Curran
7079,Matt Hughes,Frank Trigg
7080,Matt Lindland,Falaniko Vitale
7081,Wesley Correira,David Abbott
7082,Evan Tanner,Phil Baroni
7083,Robbie Lawler,Chris Lytle
7084,Pedro Rizzo,Ricco Rodriguez
7085,Keith Rockel,Chris Liguori
7086,Yves Edwards,Nick Agallar
7087,Randy Couture,Tito Ortiz
7088,Andrei Arlovski,Vladimir Matyushenko
7089,Tim Sylvia,Gan McGee
7090,Jorge Rivera,David Loiseau
7091,Rich Franklin,Edwin DeWees
7092,Karo Parisyan,Dave Strasser
7093,Josh Thomson,Gerald Strebendt
7094,Nick Diaz,Jeremy Jackson
7095,Hermes Franca,Caol Uno
7096,Randy Couture,Chuck Liddell
7097,Kimo Leopoldo,David Abbott
7098,Vitor Belfort,Marvin Eastman
7099,Vernon White,Ian Freeman
7100,Frank Mir,Wes Sims
7101,Yves Edwards,Eddie Ruiz
7102,Falaniko Vitale,Matt Lindland
7103,Pedro Rizzo,Tra Telligman
7104,Matt Hughes,Sean Sherk
7105,Pete Spratt,Robbie Lawler
7106,Dave Strasser,Romie Aram
7107,Wesley Correira,Sean Alvarez
7108,Rich Franklin,Evan Tanner
7109,Duane Ludwig,Genki Sudo
7110,Hermes Franca,Richard Crunkilton
7111,David Loiseau,Mark Weir
7112,Tim Sylvia,Ricco Rodriguez
7113,Frank Mir,David Abbott
7114,BJ Penn,Caol Uno
7115,Matt Lindland,Phil Baroni
7116,Vladimir Matyushenko,Pedro Rizzo
7117,Din Thomas,Matt Serra
7118,Gan McGee,Alexandre Dantas
7119,Yves Edwards,Rich Clementi
7120,Tito Ortiz,Ken Shamrock
7121,Chuck Liddell,Renato Sobral
7122,Matt Hughes,Gil Castillo
7123,Carlos Newton,Pete Spratt
7124,Robbie Lawler,Tiki Ghosn
7125,Andrei Arlovski,Ian Freeman
7126,Vladimir Matyushenko,Travis Wiuff
7127,Phillip Miller,Mark Weir
7128,Ricco Rodriguez,Randy Couture
7129,Tim Sylvia,Wesley Correira
7130,BJ Penn,Matt Serra
7131,Caol Uno,Din Thomas
7132,Gan McGee,Pedro Rizzo
7133,Phil Baroni,Dave Menne
7134,Matt Lindland,Ivan Salaverry
7135,Sean Sherk,Benji Radach
7136,Matt Hughes,Carlos Newton
7137,Ian Freeman,Frank Mir
7138,Mark Weir,Eugene Jackson
7139,Genki Sudo,Leigh Remedios
7140,Phillip Miller,James Zikic
7141,Renato Sobral,Elvis Sinosic
7142,Evan Tanner,Chris Haseman
7143,Chuck Liddell,Vitor Belfort
7144,Benji Radach,Nick Serra
7145,Pete Spratt,Zach Light
7146,Robbie Lawler,Steve Berger
7147,Tony Fryklund,Rodrigo Ruas
7148,Yves Edwards,Joao Pierini
7149,Murilo Bustamante,Matt Lindland
7150,Ricco Rodriguez,Tsuyoshi Kohsaka
7151,BJ Penn,Paul Creighton
7152,Phil Baroni,Amar Suloev
7153,Caol Uno,Yves Edwards
7154,Ivan Salaverry,Andrei Semenov
7155,Benji Radach,Steve Berger
7156,Robbie Lawler,Aaron Riley
7157,Josh Barnett,Randy Couture
7158,Pedro Rizzo,Andrei Arlovski
7159,Matt Hughes,Hayato Sakurai
7160,Matt Lindland,Pat Miletich
7161,Evan Tanner,Elvis Sinosic
7162,Frank Mir,Pete Williams
7163,Matt Serra,Kelly Dullanty
7164,Sean Sherk,Jutaro Nakao
7165,Jens Pulver,BJ Penn
7166,Ricco Rodriguez,Jeff Monson
7167,Murilo Bustamante,Dave Menne
7168,Chuck Liddell,Amar Suloev
7169,Andrei Semenov,Ricardo Almeida
7170,Kevin Randleman,Renato Sobral
7171,Gil Castillo,Chris Brennan
7172,Eugene Jackson,Keith Rockel
7173,Randy Couture,Pedro Rizzo
7174,Ricco Rodriguez,Pete Williams
7175,Matt Hughes,Carlos Newton
7176,BJ Penn,Caol Uno
7177,Josh Barnett,Bobby Hoffman
7178,Evan Tanner,Homer Moore
7179,Matt Lindland,Phil Baroni
7180,Frank Mir,Roberto Traven
7181,Tito Ortiz,Vladimir Matyushenko
7182,Jens Pulver,Dennis Hallman
7183,Chuck Liddell,Murilo Bustamante
7184,Matt Serra,Yves Edwards
7185,Dave Menne,Gil Castillo
7186,Jutaro Nakao,Tony DeSouza
7187,Ricardo Almeida,Eugene Jackson
7188,Din Thomas,Fabiano Iha
7189,Tito Ortiz,Elvis Sinosic
7190,BJ Penn,Din Thomas
7191,Josh Barnett,Semmy Schilt
7192,Pat Miletich,Shonie Carter
7193,Caol Uno,Fabiano Iha
7194,Vladimir Matyushenko,Yuki Kondo
7195,Ricco Rodriguez,Andrei Arlovski
7196,Tony DeSouza,Paul Rodriguez
7197,Randy Couture,Pedro Rizzo
7198,Carlos Newton,Pat Miletich
7199,Chuck Liddell,Kevin Randleman
7200,Shonie Carter,Matt Serra
7201,Semmy Schilt,Pete Williams
7202,Matt Lindland,Ricardo Almeida
7203,BJ Penn,Joey Gilbert
7204,Tony DeSouza,Steve Berger
7205,Tito Ortiz,Evan Tanner
7206,Jens Pulver,Caol Uno
7207,Fabiano Iha,Phil Johns
7208,Elvis Sinosic,Jeremy Horn
7209,Pedro Rizzo,Josh Barnett
7210,Bobby Hoffman,Mark Robinson
7211,Phil Baroni,Curtis Stout
7212,Sean Sherk,Tiki Ghosn
7213,Tito Ortiz,Yuki Kondo
7214,Pat Miletich,Kenichi Yamamoto
7215,Matt Lindland,Yoji Anjo
7216,Fabiano Iha,Daiju Takase
7217,Evan Tanner,Lance Gibson
7218,Dennis Hallman,Matt Hughes
7219,Chuck Liddell,Jeff Monson
7220,Randy Couture,Kevin Randleman
7221,Renato Sobral,Maurice Smith
7222,Josh Barnett,Gan McGee
7223,Andrei Arlovski,Aaron Brink
7224,Jens Pulver,John Lewis
7225,Mark Hughes,Alex Stiebling
7226,Ben Earwood,Chris Lytle
7227,Pedro Rizzo,Dan Severn
7228,Maurice Smith,Bobby Hoffman
7229,Jeremy Horn,Eugene Jackson
7230,Fabiano Iha,Laverne Clark
7231,Yuki Kondo,Alexandre Dantas
7232,Ian Freeman,Tedd Williams
7233,Jeff Monson,Tim Lajcik
7234,Brad Gumm,CJ Fernandes
7235,Kevin Randleman,Pedro Rizzo
7236,Tyrone Roberts,David Dodd
7237,Pat Miletich,John Alessio
7238,Amaury Bitetti,Alex Andrade
7239,Matt Hughes,Marcelo Aguiar
7240,Jens Pulver,Joao Roque
7241,Ian Freeman,Nate Schroeder
7242,Shonie Carter,Adrian Serrano
7243,Tito Ortiz,Wanderlei Silva
7244,Murilo Bustamante,Yoji Anjo
7245,Sanae Kikuta,Eugene Jackson
7246,Ron Waterman,Satoshi Honma
7247,Ikuhisa Minowa,Joe Slick
7248,Laverne Clark,Koji Oishi
7249,Tedd Williams,Steve Judson
7250,Lance Gibson,Jermaine Andre
7251,Dave Menne,Fabiano Iha
7252,Bob Cook,Tiki Ghosn
7253,Jens Pulver,David Velasquez
7254,Scott Adams,Ian Freeman
7255,Shonie Carter,Brad Gumm
7256,Kevin Randleman,Pete Williams
7257,Pedro Rizzo,Tsuyoshi Kohsaka
7258,Kenichi Yamamoto,Katsuhisa Fujii
7259,Joe Slick,Jason DeLucia
7260,Eugene Jackson,Keiichiro Yamamiya
7261,Kenichi Yamamoto,Daiju Takase
7262,Katsuhisa Fujii,Masutatsu Yano
7263,Frank Shamrock,Tito Ortiz
7264,Tim Lajcik,Ron Waterman
7265,Jeremy Horn,Jason Godsey
7266,Brad Kohler,Steve Judson
7267,Chuck Liddell,Paul Jones
7268,Matt Hughes,Valeri Ignatov
7269,John Lewis,Lowell Anderson
7270,Jens Pulver,Alfonso Alcarez
7271,Maurice Smith,Marco Ruas
7272,Pat Miletich,Andre Pederneiras
7273,Jeremy Horn,Daiju Takase
7274,Paul Jones,Flavio Luiz Moura
7275,Tsuyoshi Kohsaka,Tim Lajcik
7276,Eugene Jackson,Royce Alger
7277,Andre Roberts,Ron Waterman
7278,Travis Fulton,David Dodd
7279,Bas Rutten,Kevin Randleman
7280,Pedro Rizzo,Tra Telligman
7281,Pete Williams,Travis Fulton
7282,Wanderlei Silva,Tony Petarra
7283,Marcelo Mello,David Roberts
7284,Laverne Clark,Fabiano Iha
7285,Ron Waterman,Chris Condo
7286,Tito Ortiz,Guy Mezger
7287,Gary Goodridge,Andre Roberts
7288,Jeremy Horn,Chuck Liddell
7289,Kevin Randleman,Maurice Smith
7290,Evan Tanner,Valeri Ignatov
7291,Pete Williams,Jason Godsey
7292,Sione Latu,Joey Roberts
7293,Bas Rutten,Tsuyoshi Kohsaka
7294,Pat Miletich,Jorge Patino
7295,Pedro Rizzo,Mark Coleman
7296,Tito Ortiz,Jerry Bohlander
7297,Mikey Burnett,Townsend Saunders
7298,Evan Tanner,Darrel Gholar
7299,Laverne Clark,Frank Caracci
7300,Frank Shamrock,John Lober
7301,Vitor Belfort,Wanderlei Silva
7302,Pedro Rizzo,David Abbott
7303,Pat Miletich,Mikey Burnett
7304,Tsuyoshi Kohsaka,Pete Williams
7305,Ebenezer Fontes Braga,Jeremy Horn
7306,Tulio Palhares,Adriano Santos
7307,Cesar Marscucci,Paulo Santos
7308,Frank Shamrock,Jeremy Horn
7309,Pete Williams,Mark Coleman
7310,Dan Henderson,Carlos Newton
7311,David Abbott,Hugo Duarte
7312,Mike van Arsdale,Joe Pardo
7313,Carlos Newton,Bob Gilstrap
7314,Dan Henderson,Allan Goes
7315,Andre Roberts,Harry Moskowitz
7316,Chuck Liddell,Noe Hernandez
7317,Frank Shamrock,Igor Zinoviev
7318,Tsuyoshi Kohsaka,Kimo Leopoldo
7319,Pat Miletich,Chris Brennan
7320,Jerry Bohlander,Kevin Jackson
7321,Pat Miletich,Townsend Saunders
7322,Mikey Burnett,Eugenio Tadeu
7323,Chris Brennan,Courtney Turner
7324,Laverne Clark,Josh Stuart
7325,Randy Couture,Maurice Smith
7326,Kazushi Sakuraba,Marcus Silveira
7327,Vitor Belfort,Joe Charles
7328,Frank Shamrock,Kevin Jackson
7329,Kazushi Sakuraba,Marcus Silveira
7330,David Abbott,Yoji Anjo
7331,Tra Telligman,Brad Kohler
7332,Maurice Smith,David Abbott
7333,Mark Kerr,Dwayne Cason
7334,Randy Couture,Vitor Belfort
7335,Dave Beneteau,Carlos Barreto
7336,Mark Kerr,Greg Stott
7337,Dwayne Cason,Houston Dorr
7338,Alex Hunter,Harry Moskowitz
7339,Maurice Smith,Mark Coleman
7340,Mark Kerr,Dan Bobish
7341,Kevin Jackson,Tony Fryklund
7342,Dan Bobish,Brian Johnston
7343,Mark Kerr,Moti Horenstein
7344,Kevin Jackson,Todd Butler
7345,Joe Moreira,Yuri Vaulin
7346,Alex Hunter,Sam Fulton
7347,Tony Fryklund,Donnie Chappell
7348,Vitor Belfort,David Abbott
7349,Randy Couture,Steven Graham
7350,Guy Mezger,Tito Ortiz
7351,Randy Couture,Tony Halme
7352,Steven Graham,Dmitri Stepanov
7353,Enson Inoue,Royce Alger
7354,Guy Mezger,Christophe Leninger
7355,Jack Nilson,Saeed Hosseini
7356,Tito Ortiz,Wes Albritton
7357,Mark Coleman,Dan Severn
7358,Vitor Belfort,Scott Ferrozzo
7359,Jerry Bohlander,Nick Sanzo
7360,Vitor Belfort,Tra Telligman
7361,Scott Ferrozzo,Jim Mullen
7362,Yoshiki Takahashi,Wallid Ismail
7363,Jerry Bohlander,Rainy Martinez
7364,Justin Martin,Eric Martin
7365,Nick Sanzo,Jackie Lee
7366,Don Frye,David Abbott
7367,David Abbott,Steve Nelmark
7368,Don Frye,Mark Hall
7369,Ken Shamrock,Brian Johnston
7370,Kimo Leopoldo,Paul Varelans
7371,David Abbott,Cal Worsham
7372,Don Frye,Gary Goodridge
7373,Tai Bowden,Jack Nilson
7374,Steve Nelmark,Marcus Bossett
7375,Mark Hall,Felix Lee Mitchell
7376,Scott Ferrozzo,David Abbott
7377,Mark Coleman,Brian Johnston
7378,Jerry Bohlander,Fabio Gurgel
7379,David Abbott,Sam Adkins
7380,Brian Johnston,Reza Nasri
7381,Mark Coleman,Julian Sanchez
7382,Roberto Traven,Dave Berry
7383,Scott Ferrozzo,Sam Fulton
7384,Mark Coleman,Don Frye
7385,Mark Coleman,Gary Goodridge
7386,Don Frye,Brian Johnston
7387,Gary Goodridge,John Campetella
7388,Mark Coleman,Moti Horenstein
7389,Brian Johnston,Scott Fiedler
7390,Don Frye,Mark Hall
7391,Sam Adkins,Felix Lee Mitchell
7392,Geza Kalman,Dieusel Berto
7393,Dan Severn,Ken Shamrock
7394,Don Frye,Amaury Bitetti
7395,Mark Hall,Koji Kitao
7396,Mark Schultz,Gary Goodridge
7397,Rafael Carino,Matt Andersen
7398,Cal Worsham,Zane Frazier
7399,Steve Nelmark,Tai Bowden
7400,Don Frye,Gary Goodridge
7401,Ken Shamrock,Kimo Leopoldo
7402,Gary Goodridge,Jerry Bohlander
7403,Don Frye,Sam Adkins
7404,Gary Goodridge,Paul Herrera
7405,Jerry Bohlander,Scott Ferrozzo
7406,Paul Varelans,Joe Moreira
7407,Don Frye,Thomas Ramirez
7408,Sam Adkins,Keith Mielke
7409,Dan Severn,Oleg Taktarov
7410,Oleg Taktarov,Marco Ruas
7411,Dan Severn,David Abbott
7412,Oleg Taktarov,Dave Beneteau
7413,Marco Ruas,Keith Hackney
7414,Dan Severn,Paul Varelans
7415,David Abbott,Steve Jennum
7416,Mark Hall,Trent Jenkins
7417,Joe Charles,Scott Bessac
7418,Marco Ruas,Paul Varelans
7419,Ken Shamrock,Oleg Taktarov
7420,Marco Ruas,Remco Pardoel
7421,Paul Varelans,Mark Hall
7422,Marco Ruas,Larry Cureton
7423,Remco Pardoel,Ryan Parker
7424,Mark Hall,Harold Howard
7425,Paul Varelans,Gerry Harris
7426,Scott Bessac,David Hood
7427,Onassis Parungao,Francesco Maturi
7428,Joel Sutton,Geza Kalman
7429,Oleg Taktarov,David Abbott
7430,Ken Shamrock,Dan Severn
7431,Oleg Taktarov,Anthony Macias
7432,David Abbott,Paul Varelans
7433,Oleg Taktarov,Dave Beneteau
7434,Patrick Smith,Rudyard Moncayo
7435,Paul Varelans,Cal Worsham
7436,David Abbott,John Matua
7437,Anthony Macias,He-Man Gipson
7438,Joel Sutton,Jack McGlaughlin
7439,Dan Severn,Dave Beneteau
7440,Ken Shamrock,Royce Gracie
7441,Dan Severn,Oleg Taktarov
7442,Dave Beneteau,Todd Medina
7443,Dan Severn,Joe Charles
7444,Oleg Taktarov,Ernie Verdicia
7445,Todd Medina,Larry Cureton
7446,Jon Hess,Andy Anderson
7447,Guy Mezger,John Dowdy
7448,Dave Beneteau,Asbel Cancio
7449,Royce Gracie,Dan Severn
7450,Dan Severn,Marcus Bossett
7451,Royce Gracie,Keith Hackney
7452,Dan Severn,Anthony Macias
7453,Steve Jennum,Melton Bowen
7454,Keith Hackney,Joe Son
7455,Royce Gracie,Ron van Clief
7456,Guy Mezger,Jason Fairn
7457,Marcus Bossett,Eldo Xavier Dias
7458,Joe Charles,Kevin Rosier
7459,Steve Jennum,Harold Howard
7460,Ken Shamrock,Felix Lee Mitchell
7461,Royce Gracie,Kimo Leopoldo
7462,Harold Howard,Roland Payne
